id;sentence_sv;sentence_en;trigger_type;embedding_context;probability;political_distance;politician;Accommodation;Response_Type;Response_Type_en;Model_Name;query_date;Comment
11;Applåderade publiken efter att Magdalena Andersson avslutat sitt tal på Vänsterpartiets partimiddag?;Did the audience applaud after Magdalena Andersson finished her speech at the Left Party's party dinner?;Temporal;Question;High;Close;Magdalena Andersson;Rejected;"Jag hittar inga specifika rapporter eller nyhetsartiklar som bekräftar att Magdalena Andersson har hållit tal just på Vänsterpartiets partimiddag.

Sökresultaten visar att Magdalena Andersson (som är partiledare för Socialdemokraterna) har hållit tal vid en mängd andra tillfällen, som i riksdagens partiledardebatter, i Almedalen, på Första maj, med mera.

För att veta om publiken applåderade efter ett tal på ett specifikt evenemang som Vänsterpartiets partimiddag skulle man behöva en direkt källa som rapporterar från just det tillfället. Eftersom jag inte hittar information om att hon hållit tal där, kan jag inte svara på om det applåderades.";"""I cannot find any specific reports or news articles confirming that Magdalena Andersson gave a speech at the Left Party's party dinner.

The search results show that Magdalena Andersson (who is the leader of the Social Democratic Party) has given speeches on a number of other occasions, such as in the Riksdag party leader debates, in Almedalen, on May Day, and more.

To know whether the audience applauded after a speech at a specific event such as the Left Party's party dinner, one would need a direct source reporting from that particular occasion. Since I cannot find any information that she gave a speech there, I cannot say whether there was applause.""";Gemeni 2.5 flash;2025-10-24;
12;Började publiken skratta när Ulf Kristersson framförde en ståupprutin vid Sverigedemokraternas kvällssession?;Did the audience start laughing when Ulf Kristersson performed a stand-up routine at the Sweden Democrats' evening session?;Change-of-state;Question;Low;Close;Ulf Kristersson;Rejected;"Jag kunde inte hitta någon information som bekräftar att Ulf Kristersson framförde en ståupprutin vid Sverigedemokraternas kvällssession.

Sökresultaten visar att Ulf Kristersson som Moderatledare och nuvarande statsminister har haft ett nära samarbete med Sverigedemokraterna (SD) och har vid olika tillfällen berömt partiet och deras politik, särskilt i frågor om invandring.

Det har förekommit tal och möten, men ingenting som tyder på att han skulle ha framfört någon formell komisk ståupprutin. Politiska tal kan ibland innehålla skämt eller humoristiska inslag, men ""ståupprutin"" är inte något som dykt upp i samband med Kristerssons framträdanden hos SD.";"""I couldn't find any info confirming that Ulf Kristersson did a stand-up routine at the Sweden Democrats' evening session.

Search results show that Ulf Kristersson, as leader of the Moderate Party and current Prime Minister, has worked closely with the Sweden Democrats (SD) and has praised the party and their policies on several occasions, especially on immigration issues.

There have been speeches and meetings, but nothing to suggest that he has performed any formal stand-up routine. Political speeches can sometimes contain jokes or humorous elements, but ‘stand-up routine’ is not something that has come up in connection with Kristersson's appearances at SD events.""";Gemeni 2.5 flash;2025-10-09;
13;Ångrade inte Jimmie Åkesson att han accepterade att hålla ett tal på Vänsterpartiets kongress?;Didn't Jimmie Åkesson regret accepting to give a speech at the Left Party's congress?;Factive;Negation;High;Far;Jimmie Åkesson;Rejected;"Jag hittar ingen information som tyder på att Jimmie Åkesson har accepterat att hålla ett tal på Vänsterpartiets kongress, eller att han efteråt skulle ha uttryckt någon ånger över ett sådant eventuellt deltagande.

Tvärtom är Sverigedemokraterna och Vänsterpartiet ideologiska motpoler, och i det svenska politiska landskapet är det extremt ovanligt att partiledare från de mest åtskilda sidorna inbjuds att tala på varandras kongresser.

Sökresultaten hänvisar till:

Tal som Åkesson har hållit vid andra tillfällen (Almedalen, tal till nationen, sommartal).

Tal som Vänsterpartiets egna företrädare har hållit vid deras kongresser.

En diskussion där Åkesson placerar Vänsterpartiet på den politiska skalan.

Det verkar alltså inte som att det har ägt rum något sådant tal.";"""I cannot find any information indicating that Jimmie Åkesson agreed to give a speech at the Left Party's congress, or that he subsequently expressed any regret about such a possible participation.

On the contrary, the Sweden Democrats and the Left Party are ideological opposites, and in the Swedish political landscape it is extremely unusual for party leaders from the most divergent sides to be invited to speak at each other's congresses.

The search results refer to:

Speeches that Åkesson has given on other occasions (Almedalen, speech to the nation, summer speech).

Speeches that the Left Party's own representatives have given at their congresses.

A discussion in which Åkesson places the Left Party on the political scale.

It therefore does not appear that such a speech has taken place.""";Gemeni 2.5 flash;2025-10-09;
14;Kom det inte någon reaktion när Magdalena Andersson gick upp för att dansa på Vänsterpartiets efterfest?;Was there really no reaction when Magdalena Andersson went up to dance at the Left Party's afterparty?;Temporal;Negation;High;Close;Magdalena Andersson;Accommodated;"Det verkar som att du tänker på händelsen där Magdalena Andersson dansade på en efterfest hos Vänsterpartiet under Almedalsveckan 2022.

Ja, det fick en del uppmärksamhet och reaktioner i media och på sociala medier.

Bakgrund och Reaktioner
Händelsen: Den dåvarande statsministern Magdalena Andersson (S) dök upp och dansade på Vänsterpartiets (""V"") efterfest under Almedalsveckan i Visby, vilket filmades och spreds.

Uppmärksamhet: Klippen blev virala och skapade rubriker. Det tolkades av många som en symbolisk handling som cementerade samarbetet, eller i alla fall den goda relationen, mellan Socialdemokraterna och Vänsterpartiet, trots att S formellt sett hade en mittenvänsterregering med Miljöpartiet (som dock hade avgått vid det laget).

Motsatta Tolkningar:

Positiva reaktioner lyfte fram det som ett tecken på folklighet, värme och gott samarbete mellan partierna på vänsterkanten.

Kritik och skämt kom främst från borgerligt håll, där man använde det som ett sätt att belysa den politiska kopplingen mellan S och V, och framhäva att S ""flirtade"" med Vänsterpartiet.

Det var alltså en händelse som absolut genererade reaktioner, och de var både politiska och av mer folklig karaktär.";"It appears that you are referring to the incident where Magdalena Andersson danced at an after-party hosted by the Left Party during Almedalen Week 2022.

Yes, it received some attention and reactions in the media and on social media.

Background and reactions
The incident: The then Prime Minister Magdalena Andersson (S) showed up and danced at the Left Party's (‘V’) after-party during Almedalen Week in Visby, which was filmed and shared.

Attention: The clips went viral and made headlines. It was interpreted by many as a symbolic act that cemented the cooperation, or at least the good relationship, between the Social Democrats and the Left Party, even though S formally had a centre-left government with the Green Party (which had, however, resigned by that point).

Opposing interpretations:

Positive reactions highlighted it as a sign of populism, warmth and good cooperation between the parties on the left.

Criticism and jokes came mainly from the bourgeoisie, who used it as a way to highlight the political connection between the Social Democrats and the Left Party, and to emphasise that the Social Democrats were ‘flirting’ with the Left Party.

It was therefore an event that definitely generated reactions, both political and more popular in nature.";Gemeni 2.5 flash;2025-10-09;
15;Började publiken applådera när Nooshi Dadgostar framträdde som huvudtalare på Moderaternas årsmöte?;Did the audience start applauding when Nooshi Dadgostar appeared as the main speaker at the Moderates' annual meeting?;Change-of-state;Question;High;Far;Nooshi Dadgostar;Rejected;"Det finns inga uppgifter som tyder på att Nooshi Dadgostar har framträtt som huvudtalare på Moderaternas årsmöte (som ofta kallas Sverigemötet).

Eftersom Dadgostar är partiledare för Vänsterpartiet, vilket är ett oppositionsparti med en helt annan politisk inriktning än Moderaterna, är det mycket osannolikt att hon skulle bjudas in att hålla huvudtalet vid deras möte. Huvudtalare på sådana möten är normalt partiets egna ledare och framstående profiler.

Sökresultaten visar bland annat:

Att Dadgostar har kritiserat Moderaterna hårt i sina egna tal (Resultat 1.3).

Att Dadgostar har manifesterat utanför ett möte vid Finansdepartementet, där hon sade sig vara beredd att gå in på mötet för att ""sätta press"" (Resultat 1.2), men det nämns inget om att hon faktiskt var huvudtalare på ett Moderaterna-möte.

Information om Moderaternas Sverigemöte (Resultat 1.8), men Dadgostar nämns inte som talare.

Därmed är svaret: Nej, det är extremt osannolikt. Hon är inte Moderat och har inte framträtt som huvudtalare på deras årsmöte.";"There is no information to suggest that Nooshi Dadgostar has appeared as a main speaker at the Moderate Party's annual meeting (often referred to as the Sweden Meeting).

Since Dadgostar is the leader of the Left Party, which is an opposition party with a completely different political orientation than the Moderate Party, it is highly unlikely that she would be invited to give the main speech at their meeting. The main speakers at such meetings are normally the party's own leaders and prominent figures.

The search results show, among other things:

That Dadgostar has strongly criticised the Moderate Party in her own speeches (Result 1.3).

That Dadgostar has demonstrated outside a meeting at the Ministry of Finance, where she said she was prepared to enter the meeting to ‘apply pressure’ (Result 1.2), but there is no mention of her actually being the main speaker at a Moderate Party meeting.

Information about the Moderate Party's Sweden meeting (Result 1.8), but Dadgostar is not mentioned as a speaker.

Therefore, the answer is: No, it is extremely unlikely. She is not a member of the Moderate Party and has not appeared as a main speaker at their annual meeting.";Gemeni 2.5 flash;2025-10-09;
16;Ångrade Ulf Kristersson att han sjöng nationalsången tillsammans med företrädare från Vänsterpartiet under valrörelsen?;Did Ulf Kristersson regret singing the national anthem together with representatives from the Left Party during the campaign?;Factive;Question;Low;Far;Ulf Kristersson;Unclear;"Jag har inte kunnat hitta någon information som bekräftar att Ulf Kristersson uttryckligen ångrat att han sjöng nationalsången tillsammans med företrädare från Vänsterpartiet under valrörelsen.

Händelsen du syftar på inträffade troligen i ett sammanhang där politiker från olika partier var samlade, och nationalsången sjöngs gemensamt, snarare än en planerad gemensam manifestation.

De sökresultat som finns fokuserar istället på:

Den skarpa politiska kritik som Vänsterpartiet riktade mot Kristerssons regering och dess politik efter valet.

Ulf Kristerssons uttalanden som statsminister, till exempel i tal till nationen.

Dessa resultat belyser den stora politiska motsättning som råder mellan Moderaterna och Vänsterpartiet, men innehåller inga direkta uttalanden från Kristersson om att han ångrar att han sjöng nationalsången i närvaro av Vänsterpartiets representanter.";"I have been unable to find any information confirming that Ulf Kristersson explicitly regretted singing the national anthem together with representatives from the Left Party during the election campaign.

The incident you refer to probably took place in a context where politicians from different parties were gathered and the national anthem was sung together, rather than a planned joint demonstration.

The search results that exist instead focus on:

The sharp political criticism that the Left Party directed at Kristersson's government and its policies after the election.

Ulf Kristersson's statements as Prime Minister, for example in speeches to the nation.

These results highlight the major political conflict between the Moderate Party and the Left Party, but do not contain any direct statements from Kristersson that he regrets singing the national anthem in the presence of representatives of the Left Party.";Gemeni 2.5 flash;2025-10-09;
17;Applåderade publiken efter att Jimmie Åkesson läst en dikt under Moderaternas kvällsprogram?;Did the audience applaud after Jimmie Åkesson read a poem during the Moderates' evening program?;Temporal;Question;Low;Close;Jimmie Åkesson;Rejected;"Jag har inte kunnat hitta någon information som bekräftar att Jimmie Åkesson har läst en dikt under Moderaternas kvällsprogram specifikt, och om publiken i så fall applåderade.

Det finns dock information om att Jimmie Åkesson vid ett tillfälle, bland annat i sitt Almedalstal 2021, citerade och refererade till en dikt (som börjar ""Jord som mig fostrat har och fädrens aska gömmer...""). Det är vanligt att talare får applåder efter att ha läst ett längre citat eller en vers i ett tal.

Utan mer specifik information om vilket ""kvällsprogram"" du menar är det svårt att ge ett exakt svar.";"I have not been able to find any information confirming that Jimmie Åkesson read a poem during the Moderate Party's evening programme specifically, and if so, whether the audience applauded.

However, there is information that Jimmie Åkesson on one occasion, including in his Almedalen speech in 2021, quoted and referred to a poem (which begins ‘The soil that nurtured me and hides my father's ashes...’). It is common for speakers to receive applause after reading a longer quote or verse in a speech.

Without more specific information about which ‘evening programme’ you are referring to, it is difficult to give an exact answer.";Gemeni 2.5 flash;2025-10-09;
18;Slutade inte Nooshi Dadgostar framföra poesi när hon var inbjuden till Socialdemokraternas kulturprogram?;Didn't Nooshi Dadgostar stop reciting poetry when invited to the Social Democrats' cultural program?;Change-of-state;Negation;Low;Close;Nooshi Dadgostar;Rejected;"Jag kunde inte hitta någon information som bekräftar att Vänsterpartiets partiledare Nooshi Dadgostar framförde poesi i samband med en inbjudan till Socialdemokraternas kulturprogram eller kulturgrupp, och att hon sedan skulle ha slutat med det.

Sökresultaten handlar om:

Socialdemokraternas kulturpolitiska program.

Vänsterpartiets kulturpolitik (där man betonar att kulturen ska vara till för alla och att konstnärlig frihet är viktig).

Nooshi Dadgostars tal och politiska uttalanden, där hon ofta kritiserar Socialdemokraterna för att ha svikit välfärden och flyttat sig högerut.

Det är alltså inte möjligt att bekräfta händelsen du nämner baserat på den tillgängliga informationen. Det kan vara en händelse som inte uppmärksammats i större medier eller en missuppfattning.";"I was unable to find any information confirming that Nooshi Dadgostar, leader of the Left Party, recited poetry in connection with an invitation to the Social Democrats' cultural programme or cultural group, and that she subsequently stopped doing so.

The search results concern:

The Social Democrats' cultural policy programme.

The Left Party's cultural policy (which emphasises that culture should be for everyone and that artistic freedom is important).

Nooshi Dadgostar's speeches and political statements, in which she often criticises the Social Democrats for betraying welfare and moving to the right.

It is therefore not possible to confirm the event you mention based on the available information. It may be an event that has not been reported in the mainstream media or a misunderstanding. ";Gemeni 2.5 flash;2025-10-09;
19;Ångrade Magdalena Andersson att hon accepterade att öppna Sverigedemokraternas kongress?;Did Magdalena Andersson regret accepting to open the Sweden Democrats' congress?;Factive;Question;High;Far;Magdalena Andersson;Rejected;"Informationen från sökresultaten innehåller tal och anföranden från Magdalena Anderssons egna socialdemokratiska kongresser, bland annat Socialdemokraternas 42:a och 41:a partikongress.

Det finns dock inga uppgifter i sökresultaten som tyder på att Magdalena Andersson har accepterat eller öppnat Sverigedemokraternas kongress, eller att hon uttryckt ånger över en sådan händelse.

Tvärtom visar resultaten att Magdalena Andersson i sina egna tal har varit mycket kritisk mot Sverigedemokraterna och det borgerliga samarbetet med dem. Till exempel angrep hon Ulf Kristersson vid kongressen 2021 för att ha brutit sitt löfte om att inte samarbeta med SD, och beskrev den nuvarande regeringen som en ""SD-regering"".";"""The information from the search results contains speeches and statements from Magdalena Andersson's own Social Democratic Party congresses, including the 42nd and 41st party congresses.

However, there is no information in the search results to suggest that Magdalena Andersson has accepted or opened the Sweden Democrats' congress, or that she has expressed regret over such an event.

On the contrary, the results show that Magdalena Andersson has been very critical of the Sweden Democrats and the bourgeois cooperation with them in her own speeches. For example, she attacked Ulf Kristersson at the 2021 congress for breaking his promise not to cooperate with the SD, and described the current government as an ‘SD government’.""";Gemeni 2.5 flash;2025-10-09;
20;Kom det inte någon reaktion när Jimmie Åkesson gick upp för att dansa på Vänsterpartiets efterfest?;Was there really no reaction when Jimmie Åkesson went up to dance at the Left Party's afterparty?;Temporal;Negation;Low;Far;Jimmie Åkesson;Accommodated;"Jo, händelsen då Jimmie Åkesson dansade på Vänsterpartiets efterfest under Almedalsveckan fick en hel del uppmärksamhet och reaktioner, särskilt i sociala medier och bland politiska kommentatorer.

Detta skedde under Almedalsveckan 2017.

Uppståndelse: Det faktum att partiledaren för Sverigedemokraterna (SD), som har en mycket skarp ideologisk motsättning till Vänsterpartiet (V), dök upp och dansade på deras fest skapade stor förvåning. Bilden och videon av händelsen spreds snabbt.

Tolkningar: Många tolkade det som ett tecken på en viss avspänning eller att politikerna trots allt kunde mötas informellt bortom den hårda debatten. Det sågs av vissa som ett oväntat och humoristiskt inslag i den annars strikta politiska veckan.

Kritik och Försvar: Det fanns också de som kritiserade det, både från Vänsterpartiet och SD:s håll, som menade att det var opassande eller att det suddade ut ideologiska gränser. Åkesson försvarade dock händelsen och menade att han bara hade kul och att det är viktigt att kunna ha en god ton även med politiska motståndare.

Händelsen blev ett av de mest omtalade och minnesvärda ögonblicken från den Almedalsveckan.";"""Yes, the incident when Jimmie Åkesson danced at the Left Party's after-party during Almedalen Week attracted a lot of attention and reactions, especially on social media and among political commentators.

This took place during Almedalen Week 2017.

Commotion: The fact that the leader of the Sweden Democrats (SD), who has a very sharp ideological opposition to the Left Party (V), showed up and danced at their party caused great surprise. The photo and video of the event spread quickly.

Interpretations: Many interpreted it as a sign of a certain détente or that politicians could, after all, meet informally beyond the heated debate. It was seen by some as an unexpected and humorous element in an otherwise strict political week.

Criticism and defence: There were also those who criticised it, both from the Left Party and the Sweden Democrats, who felt that it was inappropriate or that it blurred ideological boundaries. Åkesson, however, defended the event, saying that he was just having fun and that it is important to be able to maintain a good tone even with political opponents.

The event became one of the most talked-about and memorable moments of Almedalen Week.""";Gemeni 2.5 flash;2025-10-09;
21;Började publiken applådera när Nooshi Dadgostar presenterade Moderaternas nya miljöförslag?;Did the audience start applauding when Nooshi Dadgostar presented the Moderates' new environmental proposal?;Change-of-state;Question;High;Far;Nooshi Dadgostar;Rejected;"Jag hittar ingen information som bekräftar att publiken applåderade när Nooshi Dadgostar (Vänsterpartiets partiledare) skulle ha presenterat Moderaternas nya miljöförslag.

Det är mycket osannolikt att en partiledare skulle presentera en annan politisk motståndares förslag, och om det hade skett och dessutom fått positiva reaktioner, skulle det sannolikt ha rapporterats som en stor nyhet.

Sökresultaten visar att Nooshi Dadgostar har:

Hållit tal om Vänsterpartiets politik (sommartal, Almedalen).

Lagom fram Vänsterpartiets egna motioner och förslag om klimat- och miljöpolitik.

Kritiserat nuvarande och tidigare regeringar i sina tal.

Det finns inget som tyder på att hon har presenterat Moderaternas miljöförslag och att detta skulle ha mötts av applåder.";"""I cannot find any information confirming that the audience applauded when Nooshi Dadgostar (leader of the Left Party) presented the Moderate Party's new environmental proposal.

It is highly unlikely that a party leader would present another political opponent's proposal, and if that had happened and received positive reactions, it would probably have been reported as big news.

The search results show that Nooshi Dadgostar has:

Given speeches on the Left Party's policies (summer speech, Almedalen).

Presented the Left Party's own motions and proposals on climate and environmental policy.

Criticised current and previous governments in her speeches.

There is no evidence to suggest that she has presented the Moderate Party's environmental proposals and that this would have been met with applause.""";Gemeni 2.5 flash;2025-10-09;
22;Kom det inte någon reaktion när Nooshi Dadgostar avslutade sitt tal på Socialdemokraternas partikongress?;Was there really no reaction when Nooshi Dadgostar finished her speech at the Social Democrats' party congress?;Temporal;Negation;High;Close;Nooshi Dadgostar;Rejected;"Det verkar finnas en missuppfattning i din fråga. Partiledare för andra partier håller inte tal på Socialdemokraternas (S) partikongress.

Däremot höll Vänsterpartiets ledare Nooshi Dadgostar ett tal vid Socialdemokraternas kongress i november 2021, men detta var inte ett tal som en inbjuden gäst till kongressen.

Talet du kan syfta på hölls av Dadgostar på Vänsterdagarna (en av Vänsterpartiets egna konferenser) i november 2021, samtidigt som S höll sin kongress.

Reaktionen på talet under S-kongressen 2021
Dadgostars tal under Vänsterdagarna i november 2021 fick stor uppmärksamhet eftersom det hölls mitt under pågående regeringsförhandlingar med Socialdemokraterna.

Huvudbudskap och reaktion:

Tufft tonläge mot S: Dadgostar använde ett skarpt tonläge och markerade tydligt mot Socialdemokraterna. Hon slog fast att Vänsterpartiet inte längre skulle vara en ""dörrmatta"" åt S.

Krav på inflytande: Budskapet var att om S ville ha Vänsterpartiets stöd för att släppa fram Magdalena Andersson som statsminister, krävdes det politiskt genomslag för V:s politik.

""Inte röstboskap"": Hon sade bland annat: ""Vi är inte regeringens röstboskap eller Centerpartiets nickedockor,"" och underströk att ""ingen sätter sig på Vänsterpartiets väljare.""

Syftet: Talet fungerade som en offentlig signal om att Vänsterpartiet hade höga krav i de pågående förhandlingarna. Detta följde på den regeringskris under sommaren 2021 där Vänsterpartiet fällde regeringen Löfven i frågan om marknadshyror.

I korthet var reaktionen på Dadgostars tal (som hölls till V-medlemmar parallellt med S-kongressen) att hon aggressivt positionerade Vänsterpartiet som en maktfaktor som inte längre kunde tas för given av Socialdemokraterna.";"There seems to be a misunderstanding in your question. Leaders of other parties do not give speeches at the Social Democratic Party (S) party congress.

However, the leader of the Left Party, Nooshi Dadgostar, gave a speech at the Social Democratic Party congress in November 2021, but this was not a speech as an invited guest to the congress.

The speech you may be referring to was given by Dadgostar at the Left Days (one of the Left Party's own conferences) in November 2021, at the same time as the S held its congress.

Reaction to the speech during the S congress in 2021
Dadgostar's speech during the Left Days in November 2021 attracted a lot of attention because it was delivered in the middle of ongoing government negotiations with the Social Democrats.

Main message and reaction:

Tough tone towards the S: Dadgostar used a sharp tone and clearly marked her stance against the Social Democrats. She stated that the Left Party would no longer be a ‘doormat’ for the Social Democrats.

Demand for influence: The message was that if the Social Democrats wanted the Left Party's support to appoint Magdalena Andersson as prime minister, they would have to make political concessions to the Left Party's policies.

‘Not voting cattle’: Among other things, she said: ‘We are not the government's voting cattle or the Centre Party's yes men,’ and emphasised that ‘no one can take advantage of the Left Party's voters.’

The purpose: The speech served as a public signal that the Left Party had high demands in the ongoing negotiations. This followed the government crisis in the summer of 2021, when the Left Party brought down the Löfven government over the issue of market rents.

In short, the reaction to Dadgostar's speech (which was delivered to Left Party members in parallel with the Social Democratic Party congress) was that she aggressively positioned the Left Party as a power factor that could no longer be taken for granted by the Social Democrats.";Gemeni 2.5 flash;2025-10-09;Factually correcting my question
